id	document	label	label_type	text	label_indices
44	Mozilla	0	[]	other websites , like mozreps , provide tools that enable users to arrange physical events for anyone to attend .	[0]
45	Mozilla	0	[]	please exercise caution and good judgment when attending events .	[0]
46	Mozilla	0	[]	for more information on how to report claims of copyright or trademark infringement , please see : https://www.mozilla.org/about/legal/report-infringement/ .	[0]
47	Mozilla	0	[]	these terms will continue to apply until ended by either you or mozilla .	[0]
48	Mozilla	0	[]	you can choose to end them at any time for any reason by discontinuing your use of our communications and , if applicable , deleting your account .	[0]
49	Mozilla	1	['TER']	we may suspend or terminate your access to our communications at any time for any reason , including , but not limited to , if we reasonably believe : -lrb- i -rrb- you have violated these terms , our acceptable use policy , or other relevant policy ; -lrb- ii -rrb- you create risk or possible legal exposure for us ; or -lrb- iii -rrb- our provision of the communications to you is no longer commercially viable .	[8]
50	Mozilla	0	[]	in all such cases , these terms shall terminate , except that the following sections shall continue to apply : indemnification , disclaimer ; limitation of liability , miscellaneous .	[0]
51	Mozilla	0	[]	you agree to defend , indemnify and hold harmless mozilla , its contractors , contributors , licensors , and partners ; and the respective directors , officers , employees and agents of the foregoing -lrb- `` indemnified parties '' -rrb- from and against any and all third party claims and expenses , including attorneys ' fees , arising out of or related to your use of our communications -lrb- including , but not limited to , from your submissions or from your violation of any these terms -rrb- .	[0]
52	Mozilla	0	[]	the communications are provided `` as is '' with all faults .	[0]
53	Mozilla	0	[]	to the extent permitted by law , mozilla and the indemnified parties hereby disclaim all warranties , whether express or implied , including without limitation warranties that the communications are free of defects , merchantable , fit for a particular purpose , and non-infringing .	[0]
54	Mozilla	0	[]	you bear the entire risk as to using the communications for your purposes and as to the quality and performance of the communications , including without limitation the risk that your hardware , software , or content is deleted or corrupted , that someone else gains unauthorized access to your information , or that another user misuses or misappropriates your submission .	[0]
55	Mozilla	0	[]	this limitation will apply notwithstanding the failure of essential purpose of any remedy .	[0]
56	Mozilla	0	[]	some jurisdictions do not allow the exclusion or limitation of implied warranties , so this disclaimer may not apply to you .	[0]
57	Mozilla	1	['LTD']	except as required by law , mozilla and the indemnified parties will not be liable for any indirect , special , incidental , consequential , or exemplary damages arising out of or in any way relating to these terms or the use of or inability to use the communications , including without limitation direct and indirect damages for loss of goodwill , work stoppage , lost profits , loss of data , and computer failure or malfunction , even if advised of the possibility of such damages and regardless of the theory -lrb- contract , tort , or otherwise -rrb- upon which such claim is based .	[6]
58	Mozilla	1	['LTD']	the collective liability of mozilla and the indemnified parties under this agreement will not exceed $ 500 -lrb- five hundred dollars -rrb- .	[6]
59	Mozilla	1	['LTD']	some jurisdictions do not allow the exclusion or limitation of incidental , consequential , or special damages , so this exclusion and limitation may not apply to you .	[6]
60	Mozilla	1	['CH']	we may update these terms from time to time to address a new feature of the communications or to clarify a provision .	[2]
61	Mozilla	0	[]	the updated terms will be posted online .	[0]
62	Mozilla	0	[]	if the changes are substantive , we will announce the update through our usual channels for such announcements such as blog posts , banners , emails , or forums .	[0]
63	Mozilla	1	['USE']	your continued use of our communications after the effective date of such changes constitutes your acceptance of such changes .	[9]
64	Mozilla	0	[]	to make your review more convenient , we will post an effective date at the top of this page .	[0]
65	Mozilla	0	[]	these terms constitute the entire agreement between you and mozilla concerning our communications and supersede any prior versions of these terms .	[0]
66	Mozilla	1	['LAW']	the communications and these terms are governed by the laws of the state of california , u.s.a. , excluding its conflict of law provisions .	[5]
67	Mozilla	1	['J']	all claims and disputes arising out of the communications or these terms shall be brought exclusively in the courts of santa clara county , california , and you consent to personal jurisdiction in those courts .	[4]
68	Mozilla	0	[]	if any portion of these terms is held to be invalid or unenforceable , the remaining portions will remain in full force and effect .	[0]
69	Mozilla	0	[]	in the event of a conflict between a translated version of these terms and the english language version , the english language version shall control .	[0]
70	Mozilla	0	[]	in the event of a conflict between these terms and relevant additional terms , the additional terms shall control .	[0]
71	Mozilla	0	[]	attn : mozilla -- legal notices	[0]
587	musically	0	[]	end user license agreement and terms of service	[0]
588	musically	0	[]	effective date : july 29 , 2016	[0]
589	musically	0	[]	last updated date : july 29 , 2016	[0]
590	musically	0	[]	if you are a user having your usual residence in germany , instead of the below these eula -lsb- https://musical.ly/de/eula -rsb- exclusively shall apply .	[0]
591	musically	0	[]	this end user license agreement and terms of service -lrb- this `` eula '' -rrb- is a binding contract between you , an individual user -lrb- `` you '' -rrb- and musical.ly , an exempted company duly incorporated with limited liability and validly existing under the laws of the cayman islands d/b/a musical.ly inc. -lrb- `` company , '' `` we , '' `` us '' or `` our '' -rrb- governing your use of all mobile software applications the company makes available for download -lrb- each , an `` app , '' and together , the `` apps '' -rrb- and the related website located at www.musical.ly and/or any other website -lrb- s -rrb- owned or controlled by or on behalf of the company -lrb- collectively , `` sites , '' and collectively with the apps , the `` service '' -rrb- .	[0]
592	musically	1	['USE']	by installing or otherwise accessing or using the service , you agree that you have read , understood , and agree to be bound by this eula .	[9]
593	musically	0	[]	if you do not agree to the terms of this eula , you may not use the service .	[0]
594	musically	0	[]	to have a copy of this eula and the company 's privacy policy sent to you , contact the company at legal@musical.ly .	[0]
595	musically	0	[]	material terms : as provided in greater detail in this eula -lrb- and without limiting the express language of this eula -rrb- , you acknowledge the following :	[0]
596	musically	0	[]	the service is licensed , not sold to you , and that you may use the service only as set forth in this eula ;	[0]
597	musically	0	[]	the use of the service may be subject to separate third party terms of service and fees , including , without limitation , your mobile network operator 's -lrb- the `` carrier '' -rrb- terms of service and fees , including fees charged for data usage and overage , which are your sole responsibility ;	[0]
598	musically	0	[]	you consent to the terms and conditions in the gift points policy available at https://www.musical.ly/giftpointspolicy.html -lrb- the `` gift points policy '' -rrb- ;	[0]
599	musically	0	[]	you consent to the collection , use , and disclosure of your personally identifiable information by accessing to the service and/or participating in the gift points program in accordance with the company 's privacy policy available at http://musical.ly/privacy.html -lrb- `` privacy policy '' -rrb- and the gift points policy , including with respect to the collection of location information or payment related information ;	[0]
600	musically	0	[]	the apps are provided `` as is '' without warranties of any kind and the company 's liability to you is limited by the terms herein , the privacy policy and the gift points policy ; .	[0]
601	musically	1	['A']	disputes arising hereunder will be resolved by binding arbitration .	[1]
602	musically	0	[]	by accepting this eula , as provided in greater detail in section 11 of this eula , you and the company are each waiving the right to a trial by jury or to participate in a class action ;	[0]
603	musically	0	[]	the apps may require access to the following services on your mobile device : your device identifier and location ;	[0]
604	musically	0	[]	and if you are using the apps on an ios-based device , you agree to and acknowledge the `` notice regarding apple , '' below .	[0]
605	musically	0	[]	the company provides the service for free to each user -lrb- defined below -rrb- , for the user 's personal enjoyment -lrb- have fun with the apps ! -rrb-	[0]
606	musically	0	[]	, self-expression -lrb- be creative and be yourself -rrb- , and the possibility of exposure and fame -lrb- is that hollywood calling ? -rrb-	[0]
607	musically	0	[]	in return for enjoying such free access and use of the service , you acknowledge and agree that the company may generate revenues , increase goodwill or otherwise increase the value of the company from your use of the service , including , by way of example and not limitation , through the sale of advertising , sponsorships , promotions , usage data and gifts -lrb- defined below -rrb- , and you will have no right to share in any such revenue , goodwill or value whatsoever .	[0]
608	musically	0	[]	you further acknowledge that you -lrb- i -rrb- have no right to receive any income or other consideration from any broadcast content -lrb- defined below -rrb- or your use of any musical works , sound recordings or audiovisual clips made available to you on or through the service , including in any ugv 's -lrb- defined below -rrb- created by you , and -lrb- ii -rrb- are prohibited from exercising any rights to monetize or obtain consideration from any user videos -lrb- defined below -rrb- embodying any sr samples -lrb- defined below -rrb- within the service or on any third party service -lrb- e.g. , you can not claim a user video on youtube for monetization -rrb- .	[0]
609	musically	1	['CH']	you understand and agree that the company may change this eula at any time without prior notice ; provided that the company will endeavor to provide you with prior notice of any material changes that may apply to you , including through the posting of a revised eula that you may be required to accept in order to continue using the service .	[2]
610	musically	0	[]	you may read a current , effective copy of this eula at any time by selecting the appropriate link on the service .	[0]
611	musically	0	[]	the revised eula will become effective at the time of posting .	[0]
612	musically	1	['USE']	any use of the service after such date will constitute your acceptance of such revised eula .	[9]
613	musically	0	[]	if any change to this eula is not acceptable to you , then your sole remedy is to stop accessing , browsing and otherwise using the service .	[0]
614	musically	0	[]	the terms of this eula will govern any updates the company provides to you that replace and/or supplement any portion of the service , unless the upgrade is accompanied by a separate license or revised eula , in which case the terms of that license or revised eula will govern .	[0]
615	musically	0	[]	notwithstanding the preceding sentences of this section 1 .	[0]
616	musically	0	[]	b , no revisions to this eula will apply to any dispute between you and the company that arose prior to the effective date of such revision .	[0]
617	musically	0	[]	your access to and use of the service is also subject to the company 's privacy policy and gift points policy , the terms and conditions of which are incorporated herein by reference .	[0]
618	musically	0	[]	the service is controlled and operated by the company from its offices in the state of california and the people 's republic of china .	[0]
619	musically	0	[]	the company makes no representation that materials on the service are appropriate , lawful or available for use in any locations other than the united states of america .	[0]
620	musically	0	[]	those who choose to access or use the service or participate in the gift points program from locations outside the united states of america , do so on their own initiative and are responsible for compliance with local laws , if and to the extent local laws are applicable .	[0]
621	musically	0	[]	access to the service from jurisdictions where the contents or practices of the service are illegal , unauthorized or penalized is strictly prohibited .	[0]
622	musically	0	[]	the service is not for persons under the age of 13 or for any users previously suspended or removed from the service by musical.ly .	[0]
623	musically	0	[]	if you are under 13 years of age , you must not use or access the service at any time or in any manner .	[0]
624	musically	0	[]	furthermore , by using the service , you affirm that either you are at least 18 years of age or have been authorized to use the service by your parent or guardian who is at least 18 years of age .	[0]
625	musically	0	[]	subject to the company 's potential blocking of certain content owned or controlled by the third parties , which blocking you hereby authorize , the service enables you to -lrb- i -rrb- create 15-second videos , including videos that incorporate locally stored sound recordings from your personal music library and ambient noise -lrb- each , a `` ugv '' -rrb- , -lrb- ii -rrb- extract all or any portion of the user content -lrb- defined in section 5 .	[0]
626	musically	0	[]	a below -rrb- incorporated into any ugv created by another user to produce a ugv , including collaborative ugvs with other users , that combine and intersperse user content from ugvs generated by more than one user -lrb- each , a `` collaborative ugv '' -rrb- , and -lrb- iii -rrb- transmit and view such ugv and collaborative ugv through the apps1 -lrb- `` broadcast content '' -rrb- .	[0]
627	musically	0	[]	any person who creates a ugv will be referred to herein as a `` creator , '' and any person who uses any user content from another 's ugv to create a collaborative ugv as permitted by this eula will be referred to herein as an `` editor . ''	[0]
628	musically	0	[]	creators , editors and all other users of the service , including transmitters and viewers of broadcast content through the apps , will be referred to herein collectively as `` users . ''	[0]
629	musically	0	[]	in addition to allowing you to create ugvs and collaborative ugvs , and transmit broadcast content via the apps , as described above , the service may also allow you to -lrb- a -rrb- create 15-second videos that include sound recording samples -lrb- and the musical works embodied therein -rrb- from thirty second portions of sound recordings -lrb- sound recordings and the musical works embodied therein are `` sr samples '' -rrb- made available by the company through the service through a company-provided library -lrb- each , a `` company video , '' and together with ugvs and collaborative ugvs , `` user videos '' -rrb- ; -lrb- b -rrb- save your user videos locally to your device ; -lrb- c -rrb- upload your user videos to the applicable app or certain third party social media platforms -lrb- e.g. , instagram , facebook , youtube , twitter -rrb- subject to the terms and conditions in this eula and any usage restrictions imposed by any licensors of s r samples -lrb- e.g. , sound recording and/or musical work copyright owners -rrb- ; -lrb- d -rrb- communicate your user videos to friends via different messaging services ; and -lrb- e -rrb- publicly display and perform your user videos and the embedded sound recordings and musical works to other users of the service .	[0]
630	musically	0	[]	if the service does not permit you to post user videos directly to one or more third party social media platforms , then you are not authorized by the company to post your user videos on such platforms and you are solely responsible for obtaining any necessary rights , clearances , permissions or authorizations for such posting and may be subject to liability for your failure to do so in the event of any unauthorized posting of user videos .	[0]
631	musically	0	[]	for the avoidance of doubt , user videos exclude any broadcast content .	[0]
632	musically	0	[]	you control whether your user videos and/or broadcast content are made publicly available on the service to all the users or only available to people you approve among the users .	[0]
633	musically	0	[]	to restrict access to your user videos and/or broadcast content , you should select the privacy setting available within the apps .	[0]
634	musically	0	[]	the service will be accessible via a mobile phone , tablet or other wireless device -lrb- collectively , `` mobile services '' -rrb- .	[0]
635	musically	0	[]	your mobile carrier 's normal messaging , data , and other rates and fees will apply to your use of the mobile services .	[0]
636	musically	0	[]	in addition , downloading , installing , or using certain mobile services may be prohibited or restricted by your mobile carrier , and not all mobile services may work with all carriers or devices .	[0]
637	musically	0	[]	therefore , you are solely responsible for checking with your mobile carrier to determine if the mobile services are available for your mobile device -lrb- s -rrb- , what restrictions , if any , may be applicable to your use of the mobile services , and how much they will cost you .	[0]
638	musically	0	[]	nevertheless , all use of the apps and the related mobile services must be in accordance with this eula .	[0]
639	musically	0	[]	while you may always browse the public-facing portions of the service without registering with us , in order to enjoy the full benefits of the service , including to serve as a creator or editor , you must download the apps and register an account with us -lrb- an `` account '' -rrb- .	[0]
640	musically	0	[]	you are responsible for the security of your account , and are fully responsible for all activities that occur through the use of your credentials .	[0]
641	musically	0	[]	you will notify the company immediately at privacy@musical.ly if you suspect or know of any unauthorized use of your log-in credentials or any other breach of security with respect to your account .	[0]
642	musically	0	[]	the company will not be liable for any loss or damage arising from unauthorized use of your credentials prior to you notifying the company of such unauthorized use or loss of your credentials .	[0]
643	musically	0	[]	separate log-in credentials may be required to access external sites -lrb- defined in section 8 below -rrb- .	[0]
644	musically	0	[]	when creating an account , you will provide true , accurate , current , and complete information as the company requests .	[0]
645	musically	0	[]	you will update the information about yourself promptly , and as necessary , to keep it current and accurate .	[0]
646	musically	1	['CR', 'TER']	we reserve the right to disallow , cancel , remove , or reassign certain usernames and permalinks in appropriate circumstances , as determined by us in our sole discretion , and may , with or without prior notice , suspend or terminate your account if activities occur on your account which , in our sole discretion , would or might constitute a violation of this eula , cause damage to or impair the service , infringe or violate any third party rights , or violate any applicable laws or regulations .	[3, 8]
647	musically	0	[]	if messages sent to the e-mail address you provide are returned as undeliverable , then the company may terminate your account immediately without notice to you and without any liability to you or any third party .	[0]
648	musically	0	[]	you may be able to send messages to other users through the apps .	[0]
649	musically	0	[]	you represent and warrant you will only send messages through the apps to other users who have given you their express consent to receive such messages , and you will indemnify and hold the company harmless from any and all claims arising out of your sending these messages to any users .	[0]
650	musically	0	[]	you are responsible for all fees and charges associated with such messages .	[0]
651	musically	0	[]	while you may always browse the public-facing portions of the service without registering with us , in order to enjoy the full benefits of the service , including to serve as a creator or editor , you must download the apps and register an account with us -lrb- an `` account '' -rrb- .	[0]
652	musically	0	[]	you are responsible for the security of your account , and are fully responsible for all activities that occur through the use of your credentials .	[0]
653	musically	0	[]	you will notify the company immediately at privacy@musical.ly if you suspect or know of any unauthorized use of your log-in credentials or any other breach of security with respect to your account .	[0]
654	musically	0	[]	the company will not be liable for any loss or damage arising from unauthorized use of your credentials prior to you notifying the company of such unauthorized use or loss of your credentials .	[0]
655	musically	0	[]	separate log-in credentials may be required to access external sites -lrb- defined in section 8 below -rrb- .	[0]
656	musically	0	[]	when creating an account , you will provide true , accurate , current , and complete information as the company requests .	[0]
657	musically	0	[]	you will update the information about yourself promptly , and as necessary , to keep it current and accurate .	[0]
658	musically	1	['CR', 'TER']	we reserve the right to disallow , cancel , remove , or reassign certain usernames and permalinks in appropriate circumstances , as determined by us in our sole discretion , and may , with or without prior notice , suspend or terminate your account if activities occur on your account which , in our sole discretion , would or might constitute a violation of this eula , cause damage to or impair the service , infringe or violate any third party rights , or violate any applicable laws or regulations .	[3, 8]
659	musically	0	[]	if messages sent to the e-mail address you provide are returned as undeliverable , then the company may terminate your account immediately without notice to you and without any liability to you or any third party .	[0]
660	musically	0	[]	you may be able to send messages to other users through the apps .	[0]
661	musically	0	[]	you represent and warrant you will only send messages through the apps to other users who have given you their express consent to receive such messages , and you will indemnify and hold the company harmless from any and all claims arising out of your sending these messages to any users .	[0]
662	musically	0	[]	you are responsible for all fees and charges associated with such messages .	[0]
663	musically	0	[]	subject to your complete and ongoing compliance with this eula , the company hereby grants you a revocable , non-exclusive , non-transferable , non-sublicensable , royalty-free and worldwide right and license to access and use the service solely for your personal , non-commercial use and solely in strict compliance with the provisions of this eula .	[0]
664	musically	0	[]	no rights are licensed with respect to sound recordings and the musical works embodied therein that are made available from any company-provided library of content .	[0]
665	musically	0	[]	you use all such content at your sole risk even though sr samples may be made available to you through the service .	[0]
666	musically	0	[]	the company , but not its third party licensors , hereby represents , warrants , and covenants that it will not , for so long as you are authorized to use the service pursuant to this eula , sue or bring a cause of action against you for :	[0]
667	musically	0	[]	reproducing sr samples in timed relation to visual images -lrb- i.e. , synchronizing -rrb- in user videos created in strict compliance with this eula , provided you are using only an sr sample provided by the company and not any sound recordings , musical works , or other user videos uploaded by you or others to the service ; and	[0]
668	musically	0	[]	reproducing a user video embodying an sr sample on your own mobile device or distributing such user video with private or public audiences via the service , provided such distribution is in strict compliance with this eula and the functionalities of the applicable app .	[0]
669	musically	0	[]	user-sourced sound recordings and musical works .	[0]
670	musically	0	[]	nothing in this eula grants you a license to reproduce , distribute , publicly perform , communicate to the public , synchronize or otherwise use and exploit any third party content , including , but not limited to , sound recordings or musical works in your user videos or broadcast content .	[0]
671	musically	0	[]	you are solely responsible for clearing the rights to any third party content , including , but not limited to , sound recordings and musical works for use in user videos or broadcast content .	[0]
672	musically	0	[]	limitations on use and modification .	[0]
673	musically	0	[]	nothing in this eula authorizes you to , with respect to user videos or broadcast content , -lrb- i -rrb- use any aspect of any musical work or sound recording in a manner that is not expressly permitted by this eula ; -lrb- ii -rrb- modify , change , or adapt the lyrics or fundamental character of any musical work or sound recording ; -lrb- iii -rrb- to use the story of any composition ; or -lrb- iv -rrb- to criticize the copyright owner of any musical work or sound recording , the authors , composers or lyricists of any musical work , or the featured or non-featured recording artists of any sound recording .	[0]
674	musically	0	[]	any violation of the preceding sentence will be deemed copyright infringement absent any defense -lrb- s -rrb- available under applicable law .	[0]
675	musically	0	[]	accordingly , and for the avoidance of doubt , you are solely responsible for obtaining any necessary rights , clearances , permissions or authorizations to modify , change or adopt any third party content in user videos or broadcast content .	[0]
676	musically	0	[]	third party consent for user videos .	[0]
677	musically	0	[]	you hereby acknowledge and agree that if you -lrb- i -rrb- desire to post -lrb- as defined below -rrb- a user video to any external sites ; or -lrb- ii -rrb- use a user video for any commercial purpose , then , in each case , you must obtain all necessary consents from each owner of any third party content included in your user video , including creators in the event you incorporated any user content in a collaborative ugv .	[0]
678	musically	0	[]	for the purposes of the foregoing sentence , `` commercial purpose '' means any purpose that may directly or indirectly generate income , revenue , good will or any other tangible or intangible benefit for you or any third party , excluding company .	[0]
679	musically	0	[]	except for user content , the content that the company provides to users on or through the service , including without limitation , any sr samples , text , graphics , photos , software , and interactive features , may be protected by copyright or other intellectual property rights and owned by the company or its third party licensors -lrb- collectively , the `` company content '' -rrb- .	[0]
680	musically	0	[]	moreover , the company solely owns all design rights , databases and compilation and other intellectual property rights in and to the service , in each case whether registered or unregistered , and any related goodwill .	[0]
681	musically	0	[]	you obtain no copyright or other interest in any sr samples obtained by you on or through the service , including , but not limited to , those sr samples that may be used by you in any ugv .	[0]
682	musically	0	[]	any uses of sr samples by you that are not authorized under this agreement are subject to all rights of the copyright owners of such sr samples in law and equity .	[0]
683	musically	0	[]	you are expressly prohibited from monetizing any user videos embodying sr samples within the service or on any third party service -lrb- e.g. , you may not claim and monetize a ugv on facebook -rrb- .	[0]
684	musically	0	[]	the company trademarks , service marks , and logos -lrb- the `` company trademarks '' -rrb- used and displayed on the service are the company 's registered and unregistered trademarks or service marks .	[0]
685	musically	0	[]	other product and service names located on the service may be trademarks or service marks owned by third parties -lrb- the `` third-party trademarks , '' and , collectively with the company trademarks , the `` trademarks '' -rrb- .	[0]
686	musically	0	[]	except as otherwise permitted by law , you may not use the trademarks to disparage the company or the applicable third-party , the company 's or a third-party 's products or services , or in any manner -lrb- using commercially reasonable judgment -rrb- that may damage any goodwill in the trademarks .	[0]
687	musically	0	[]	you may not use any trademarks as part of a link to or from any service without the company 's prior express written consent .	[0]
688	musically	0	[]	all goodwill generated from the use of any company trademark will inure solely to the company 's benefit .	[0]
689	musically	0	[]	the company hereby reserves all rights not expressly granted to you in this section 4 .	[0]
690	musically	0	[]	accordingly , nothing this eula or on the service will be construed as granting to you , by implication , estoppel , or otherwise , any additional license rights in and to the service or any company content or trademarks located or displayed therein .	[0]
691	musically	0	[]	`` user content '' means any content that users upload , post or transmit -lrb- collectively , `` post '' -rrb- to or through the service including , without limitation , any text , photographs , user videos or sound recordings and the musical works embodied therein , broadcast content , and any other works subject to protection under the laws of the united states or any other jurisdiction , including , but not limited to , patent , trademark , trade secret , and copyright laws , and excludes any and all company content -lrb- including , without limitation , any sr samples incorporated into the company videos -rrb- .	[0]
692	musically	0	[]	the company offers users the ability to submit user content to or transmit through the service .	[0]
693	musically	1	['CR']	the company does not pre-screen any user content , but reserves the right to remove , disallow , block or delete any user content in its sole discretion .	[3]
694	musically	1	['CR']	in addition , we have the right -- but not the obligation -- in our sole discretion to remove , disallow , block or delete any user content -lrb- i -rrb- that we consider to violate this eula , applicable law or otherwise constitute objectionable content -lrb- defined in section 5 .	[3]
695	musically	1	['CR']	i below -rrb- ; or -lrb- ii -rrb- in response to complaints from other users or licensors of any company content , with or without notice and without any liability to you .	[3]
696	musically	0	[]	as a result , we recommend that you save copies of any user videos that you post to the service on your personal device -lrb- s -rrb- in the event that you want to ensure that you have permanent access to copies of such user videos .	[0]
697	musically	1	['LTD']	the company does not guarantee the accuracy , integrity , appropriateness or quality of any user content , and under no circumstances will the company be liable in any way for any user content .	[6]
698	musically	0	[]	subject to any third party rights in any preexisting content included within your user content , including company content , you retain ownership of any rights you may have in your user content and submitting your user content to the service does not transfer ownership of your rights .	[0]
699	musically	0	[]	notwithstanding the foregoing , you acknowledge and agree that no user video will be considered to be a separate copyrightable work and all rights in each user video will remain with the owners of the content used to create such user video .	[0]
700	musically	0	[]	you hereby grant the company an unrestricted , assignable , sublicensable , revocable , royalty-free license throughout the universe to reproduce , distribute , publicly display , communicate to the public , publicly perform -lrb- including by means of digital audio transmissions and on a through-to-the-audience basis -rrb- , make available , create derivative works from , retransmit from external sites -lrb- except with respect to broadcast content -rrb- , and otherwise exploit and use -lrb- collectively , `` use '' -rrb- all user content you post to or through the service by any means and through any media and formats now known or hereafter developed , for the purposes of -lrb- i -rrb- advertising , marketing , and promoting the company and the service ; -lrb- ii -rrb- displaying and sharing your user content to other users of the service ; -lrb- iii -rrb- providing the service as authorized by this eula ; and -lrb- iv -rrb- sublicensing editors the appropriate rights to enable them to create collaborative ugvs that incorporate any of your user content as permitted by this eula .	[0]
701	musically	0	[]	if you terminate this eula or remove any of your user content from the service after it has been included within a collaborative ugv , then your license grant with respect to your user content included within such collaborative ugv is perpetual and irrevocable .	[0]
702	musically	0	[]	you further grant the company a royalty-free license to use your user name , image , voice , and likeness to identify you as the source of any of your user content .	[0]
703	musically	0	[]	you must not post any user content on or through the service or transmit to the company any user content that you consider to be confidential or proprietary .	[0]
704	musically	0	[]	any user content posted by you to or through the service or transmitted to the company will be considered non-confidential and non-proprietary , and treated as such by the company , and may be used by the company in accordance with this eula without notice to you and without any liability to the company .	[0]
